analysis_label,cell_type,program,mean_usage_in,mean_usage_out,log2_fc_in_vs_out,p_value,fdr,fraction_gt0p01_in,fraction_gt0p01_out,pct_gt0p01_in,pct_gt0p01_out,n_cells_in,n_cells_out
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_5,0.004207657260661,0.0311866620005506,-2.8898397502797413,1.0,1.0,0.1530147895335608,0.5732991382194116,15.301478953356089,57.32991382194116,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_50,0.0049330615982341,0.0067867349031798,-0.4602342790870348,1.0,1.0,0.1322525597269624,0.1754835900621777,13.225255972696246,17.548359006217776,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_51,0.0051909333254108,0.0064784438094856,-0.3196532916796091,0.999999988378375,1.0,0.126848691695108,0.1403061630852063,12.684869169510806,14.030616308520637,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_52,0.0110073240209418,0.005663960073882,0.9585806550020806,1.0,1.0,0.1503128555176336,0.0966649144325682,15.031285551763368,9.66649144325682,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_53,0.0018698834601402,0.0052964000182925,-1.5020632313143796,0.4913226958468519,1.0,0.0676905574516496,0.0526466699587428,6.769055745164961,5.264666995874285,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_54,0.0014639128325423,0.0062975418646251,-2.104958399165222,1.0,1.0,0.0412400455062571,0.124700660008177,4.124004550625711,12.47006600081771,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_55,0.0007813404826763,0.0064928052952373,-3.0548170526663188,1.0,1.0,0.020193401592719,0.1398442104592446,2.0193401592719,13.984421045924464,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_56,0.0014296607249305,0.0053384866347629,-1.900757263465661,1.0,1.0,0.0469283276450511,0.0959693305934763,4.692832764505119,9.596933059347638,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_58,0.0014630482840354,0.0050323131384926,-1.7822436155197148,1.0,1.0,0.0466439135381114,0.0612591660427651,4.6643913538111486,6.1259166042765125,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_6,0.0010233035069194,0.0298573864759636,-4.866780515107267,1.0,1.0,0.0308589306029579,0.5820656185120877,3.0858930602957906,58.20656185120877,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_60,0.0039127978396438,0.0047753754200573,-0.287413516421275,1.0,1.0,0.106655290102389,0.1439115174878273,10.665529010238908,14.391151748782727,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_62,0.0020620295415627,0.0037409704046316,-0.8593472370078676,1.0,1.0,0.0429465301478953,0.0412146699162644,4.294653014789533,4.121466991626445,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_66,0.0052074383653722,0.0035723193159501,0.5437126887788495,1.0,1.0,0.0703924914675768,0.044363381493222,7.03924914675768,4.436338149322204,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_67,0.0003746885930923,0.0032756201955749,-3.1280007154156637,1.0,1.0,0.0035551763367463,0.0272976833341298,0.3555176336746302,2.7297683334129803,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_69,0.001021967487667,0.0034926638463856,-1.7729774978409631,1.0,1.0,0.0200511945392491,0.0363296536417265,2.005119453924914,3.632965364172654,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_7,0.0163239497858124,0.029465322506911,-0.8520278397614212,1.0,1.0,0.4657281001137656,0.69866352326489,46.57281001137656,69.86635232648901,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_72,0.0030373644880243,0.0026605752640407,0.1910817610970947,0.999999999997494,1.0,0.0533276450511945,0.0387190637760113,5.332764505119454,3.8719063776011384,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_75,0.0009768681996919,0.0022185737020585,-1.1833958242090092,0.9841762923471256,1.0,0.0247440273037542,0.0224657650625759,2.474402730375427,2.2465765062575995,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_76,0.003098720500436,0.0029897833769152,0.0516316565288075,0.8056296652471437,1.0,0.1154721274175199,0.1115217356675215,11.547212741751991,11.152173566752154,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_77,0.0019256806202055,0.0019368164130132,-0.0083187581068268,0.8720971234426828,1.0,0.0456484641638225,0.0401049216538966,4.564846416382252,4.0104921653896595,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_8,0.0020201044832012,0.029318043832806,-3.859286363164387,1.0,1.0,0.06726393629124,0.6526116252767733,6.726393629124004,65.26116252767733,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_82,0.001894210611936,0.0012542054788589,0.5948226333012447,0.4614501897606151,1.0,0.025881683731513,0.0271914873281615,2.588168373151308,2.719148732816159,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_83,0.0003671628600752,0.0013873439839949,-1.917830613448973,1.0,1.0,0.0009954493742889,0.0179471250086284,0.0995449374288964,1.7947125008628426,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_87,0.001951930866752,0.00175907500989,0.1500848725349409,0.999999999997297,1.0,0.0264505119453924,0.0147612448295819,2.645051194539249,1.476124482958196,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_9,0.0025383293014191,0.0284946402256407,-3.4887389100302713,1.0,1.0,0.0931456200227531,0.6108447361294742,9.314562002275313,61.08447361294742,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_97,0.0006277175416693,0.0003148345798083,0.995519234027597,0.9892218157156792,1.0,0.0096700796359499,0.0033504839882972,0.9670079635949944,0.33504839882972,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Large-artery,Program_99,0.0003394725891456,0.0002946663100658,0.2042123189831798,0.9999885905384408,1.0,0.001848691695108,0.0013911676781836,0.1848691695108077,0.1391167678183623,7032,188331
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_78,0.102474883476045,0.0015319081830159,6.063795781598435,0.0,0.0,0.9662162162162162,0.0406836746743611,96.62162162162164,4.068367467436118,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_67,0.0932736676992612,0.0028973390595185,5.008668935378828,5.354389272052229e-262,2.677194636026114e-260,0.7077702702702703,0.0243722114688531,70.77702702702703,2.4372211468853164,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_63,0.0367694887204452,0.0046236170402139,2.991415029255542,2.856905576983723e-210,9.523018589945744e-209,0.6266891891891891,0.0797295285232401,62.66891891891891,7.972952852324012,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_65,0.0298483339755288,0.0039887381554915,2.903645769877817,1.3194931450583184e-204,3.298732862645796e-203,0.5016891891891891,0.0565895333494206,50.16891891891891,5.65895333494206,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_62,0.0831547880518339,0.0034389783616876,4.595746990647182,6.599980542837732e-159,1.3199961085675468e-157,0.625,0.0395028007249539,62.5,3.950280072495392,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_68,0.0190323074471113,0.0040278588295443,2.240365174893569,6.852674755116731e-153,1.1421124591861218e-151,0.4746621621621621,0.0694353882251464,47.46621621621622,6.943538822514646,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_38,0.0557738054519084,0.0100304412383483,2.4752025201969245,7.973218223887663e-144,1.1390311748410949e-142,0.6621621621621622,0.1627911752776337,66.21621621621621,16.279117527763372,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_34,0.0307491935064675,0.0107615312342369,1.5146651142729903,6.398401856540399e-88,7.998002320675498e-87,0.6486486486486487,0.2449902706255038,64.86486486486487,24.49902706255038,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_57,0.0235601214735824,0.0047894383370009,2.2984183531165403,3.0952657043715916e-79,3.439184115968435e-78,0.3682432432432432,0.0643833014155084,36.82432432432432,6.438330141550846,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_69,0.0570063480895037,0.0032408089097347,4.1366963018495975,8.988948965377886e-76,8.988948965377887e-75,0.5236486486486487,0.0342607472364982,52.36486486486487,3.4260747236498243,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_70,0.0324945350743815,0.0031287778510178,3.3765255562914667,2.3950878717443504e-62,2.1773526106766817e-61,0.3074324324324324,0.0298093658706891,30.74324324324325,2.980936587068917,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_41,0.0191566749719224,0.0081790375343448,1.2278440832596735,7.388071761327441e-54,6.156726467772868e-53,0.429054054054054,0.1288846902259576,42.9054054054054,12.888469022595766,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_66,0.0353106644556508,0.003534885903547,3.320368047232994,4.820690201100935e-37,3.708223231616104e-36,0.3614864864864865,0.044339249682961,36.14864864864865,4.433924968296102,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_49,0.0771310954515479,0.0062979768598453,3.614352028676971,1.053542820281624e-27,7.525305859154457e-27,0.4729729729729729,0.1571024433822283,47.2972972972973,15.710244338222838,592,194771
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Cycling artery,Program_83,0.0152627692713181,0.0013083375331706,3.5442090502822943,1.826216815411861e-22,1.2174778769412406e-21,0.277027027027027,0.0165476379953894,27.7027027027027,1.654763799538946,592,194771
